ip,cpu_usage,memory_usage,network_traffic,execution_time,latency
10.0.102.157,15.06,81.53,233.0,39.0,43.99
10.0.102.158,65.17,26.05,445.0,36.0,73.19
10.0.102.159,40.21,27.62,513.0,75.0,129.65
10.0.102.160,38.23,76.73,846.0,97.0,471.36
10.0.102.161,93.47,79.69,610.0,54.0,282.54
10.0.102.162,52.89,93.59,1000.0,85.0,620.65
10.0.102.163,12.56,71.66,119.0,95.0,47.66
10.0.102.164,49.53,55.09,982.0,24.0,125.84
10.0.102.165,45.06,93.78,150.0,46.0,47.7
10.0.102.166,9.56,80.08,753.0,94.0,316.19
10.0.102.167,36.57,49.75,941.0,13.0,54.14
10.0.102.168,55.35,18.01,882.0,29.0,94.01
10.0.102.169,64.48,81.6,172.0,98.0,123.88
10.0.102.170,40.3,12.87,823.0,21.0,46.58
10.0.102.171,61.32,75.33,821.0,74.0,416.55
10.0.102.172,76.76,14.03,326.0,5.0,7.59
10.0.102.173,58.71,63.72,258.0,83.0,131.93
10.0.102.174,38.89,90.75,513.0,20.0,66.51
10.0.102.175,92.32,54.03,740.0,89.0,484.11
10.0.102.176,59.36,53.48,491.0,32.0,88.33
10.0.102.177,16.4,67.03,520.0,68.0,148.62
10.0.102.178,97.39,51.86,221.0,38.0,62.23
10.0.102.179,22.71,8.35,850.0,63.0,83.79
10.0.102.180,19.57,32.59,915.0,23.0,54.55
10.0.102.181,98.16,75.37,322.0,19.0,53.29
10.0.102.182,41.69,8.68,899.0,93.0,210.06
10.0.102.183,55.88,29.34,192.0,89.0,72.62
10.0.102.184,12.24,60.47,699.0,94.0,240.0
10.0.102.185,26.61,47.62,369.0,81.0,110.34
10.0.102.186,9.98,95.82,428.0,100.0,225.73
10.0.102.187,13.82,5.14,361.0,87.0,29.83
10.0.102.188,53.29,64.1,260.0,58.0,88.95
10.0.102.189,72.74,15.57,611.0,95.0,257.19
10.0.102.190,10.9,91.19,874.0,81.0,363.2
10.0.102.191,13.27,83.9,656.0,39.0,124.26
10.0.102.192,81.75,25.31,809.0,77.0,334.84
10.0.102.193,57.07,11.56,217.0,67.0,50.12
10.0.102.194,61.42,98.34,46.0,22.0,8.12
10.0.102.195,93.84,36.07,286.0,21.0,39.18
10.0.102.196,41.2,65.93,548.0,93.0,273.37
10.0.102.197,45.93,42.17,972.0,78.0,335.17
10.0.102.198,33.0,96.64,287.0,93.0,173.08
10.0.102.199,86.55,11.95,808.0,52.0,205.97
10.0.102.200,29.36,38.63,937.0,62.0,197.4
10.0.102.201,54.19,58.81,350.0,97.0,192.16
10.0.102.202,16.76,96.72,369.0,88.0,185.0
10.0.102.203,63.45,11.92,146.0,82.0,45.26
10.0.102.204,86.27,35.56,324.0,65.0,128.89
10.0.102.205,69.9,48.66,541.0,61.0,195.07
10.0.102.206,34.82,48.92,656.0,58.0,159.29
10.0.102.207,53.65,6.02,582.0,87.0,151.57
10.0.102.208,41.11,9.25,89.0,18.0,4.07
10.0.102.209,22.99,19.34,142.0,2.0,0.55
10.0.102.210,72.9,37.05,475.0,40.0,103.83
10.0.102.211,16.24,20.08,213.0,9.0,3.47
10.0.102.212,24.29,56.99,368.0,54.0,80.67
10.0.102.213,41.42,67.24,992.0,37.0,197.87
10.0.102.214,8.98,46.59,266.0,98.0,72.43
10.0.102.215,68.51,67.17,528.0,36.0,128.8
10.0.102.216,32.62,48.97,105.0,23.0,9.92
10.0.102.217,46.76,80.73,416.0,19.0,50.08
10.0.102.218,55.81,67.7,595.0,35.0,127.17
10.0.102.219,72.98,81.97,171.0,50.0,66.26
10.0.102.220,91.9,10.91,238.0,47.0,57.59
10.0.102.221,86.15,11.0,151.0,6.0,4.75
10.0.102.222,14.71,50.5,172.0,27.0,15.28
10.0.102.223,51.2,85.04,892.0,25.0,149.15
10.0.102.224,5.59,46.85,242.0,95.0,59.9
10.0.102.225,97.84,6.14,324.0,51.0,86.4
10.0.102.226,53.41,37.71,653.0,12.0,36.09
10.0.102.227,84.57,18.17,433.0,15.0,34.41
10.0.102.228,91.21,55.9,374.0,47.0,130.63
10.0.102.229,7.41,25.88,638.0,80.0,84.96
10.0.102.230,46.07,60.56,103.0,54.0,29.34
10.0.102.231,9.32,79.73,441.0,94.0,184.75
10.0.102.232,86.04,81.77,462.0,26.0,100.73
10.0.102.233,34.69,9.84,9.0,93.0,1.96
10.0.102.234,36.83,96.03,502.0,55.0,184.28
10.0.102.235,21.2,40.69,591.0,58.0,106.47
10.0.102.236,70.11,74.9,270.0,77.0,150.01
10.0.102.237,11.43,63.21,193.0,19.0,13.43
10.0.102.238,24.82,46.46,59.0,75.0,15.65
10.0.102.239,16.27,71.9,884.0,75.0,291.73
10.0.102.240,20.12,15.18,208.0,60.0,21.99
10.0.102.241,14.99,79.04,37.0,31.0,5.27
10.0.102.242,47.26,41.83,177.0,82.0,64.79
10.0.102.243,98.7,31.56,898.0,63.0,367.99
10.0.102.244,12.57,55.46,448.0,2.0,3.24
10.0.102.245,70.34,6.64,171.0,18.0,11.62
10.0.102.246,82.04,38.96,986.0,82.0,491.98
10.0.102.247,71.33,26.83,865.0,5.0,19.48
10.0.102.248,63.38,61.59,787.0,59.0,290.19
10.0.102.249,54.58,53.07,957.0,2.0,10.8
10.0.102.250,55.56,9.78,925.0,82.0,248.61
10.0.102.251,90.23,67.33,143.0,44.0,49.79
10.0.102.252,14.68,39.13,544.0,26.0,37.33
10.0.102.253,70.87,71.28,679.0,35.0,169.96
10.0.102.254,44.96,70.45,445.0,65.0,167.89
10.0.102.255,19.45,90.33,558.0,24.0,72.29
10.0.103.1,56.73,15.34,845.0,17.0,51.16
10.0.103.2,8.26,62.25,647.0,61.0,137.98
10.0.103.3,65.42,61.88,93.0,2.0,1.21
10.0.103.4,64.19,60.74,129.0,19.0,15.65
10.0.103.5,32.13,90.74,573.0,51.0,180.17
10.0.103.6,93.98,97.57,646.0,99.0,612.17
10.0.103.7,26.3,12.81,881.0,2.0,3.3
10.0.103.8,95.61,30.16,426.0,93.0,249.42
10.0.103.9,46.44,17.62,378.0,27.0,33.13
10.0.103.10,67.2,50.79,643.0,54.0,205.21
10.0.103.11,54.59,72.49,137.0,39.0,34.14
10.0.103.12,78.26,75.66,455.0,39.0,134.76
10.0.103.13,8.85,42.28,422.0,4.0,4.32
10.0.103.14,17.36,57.21,697.0,46.0,120.26
10.0.103.15,46.55,65.58,714.0,81.0,324.73
10.0.103.16,80.81,80.29,514.0,49.0,201.52
10.0.103.17,12.97,42.49,676.0,93.0,175.26
10.0.103.18,69.54,54.54,698.0,8.0,35.36
10.0.103.19,41.97,73.0,527.0,50.0,150.97
10.0.103.20,16.98,58.48,854.0,53.0,172.14
10.0.103.21,54.68,43.67,114.0,54.0,30.28
10.0.103.22,12.38,14.1,447.0,6.0,3.49
10.0.103.23,59.32,83.9,626.0,66.0,297.39
10.0.103.24,71.66,99.2,728.0,5.0,30.14
10.0.103.25,11.83,32.95,922.0,37.0,76.78
10.0.103.26,40.92,51.98,66.0,44.0,13.46
10.0.103.27,25.79,62.7,132.0,49.0,28.59
10.0.103.28,16.84,88.47,863.0,66.0,300.58
10.0.103.29,49.7,48.78,148.0,12.0,8.5
10.0.103.30,79.18,37.86,214.0,64.0,80.45
10.0.103.31,94.73,50.72,887.0,77.0,497.97
10.0.103.32,42.45,70.79,268.0,76.0,116.02
10.0.103.33,32.85,24.26,216.0,0.0,0.13
10.0.103.34,84.72,61.77,802.0,22.0,131.33
10.0.103.35,61.53,11.5,135.0,76.0,37.56
10.0.103.36,39.58,5.71,636.0,22.0,31.42
10.0.103.37,72.22,27.57,988.0,22.0,110.12
10.0.103.38,58.17,21.93,564.0,97.0,219.39
10.0.103.39,67.91,82.08,317.0,32.0,75.0
10.0.103.40,73.47,81.66,221.0,29.0,49.5
10.0.103.41,19.27,72.36,753.0,49.0,169.05
10.0.103.42,19.45,43.71,479.0,74.0,112.23
10.0.103.43,30.08,96.69,180.0,76.0,86.2
10.0.103.44,68.98,95.66,46.0,98.0,37.05
10.0.103.45,7.49,21.02,698.0,50.0,49.74
10.0.103.46,57.88,18.6,522.0,57.0,113.48
10.0.103.47,80.22,50.06,551.0,73.0,262.83
10.0.103.48,80.48,43.21,158.0,4.0,3.85
10.0.103.49,93.36,68.73,51.0,79.0,32.84
10.0.103.50,14.19,15.92,264.0,55.0,21.77
10.0.103.51,37.23,73.69,798.0,40.0,177.27
10.0.103.52,73.37,80.67,909.0,29.0,206.43
10.0.103.53,40.37,87.37,947.0,61.0,371.54
10.0.103.54,94.06,12.7,666.0,89.0,317.05
10.0.103.55,24.27,32.13,697.0,20.0,38.88
10.0.103.56,53.28,66.48,974.0,25.0,143.85
10.0.103.57,8.38,72.68,884.0,39.0,139.75
10.0.103.58,57.5,31.93,211.0,5.0,4.88
10.0.103.59,52.35,74.7,144.0,6.0,5.16
10.0.103.60,99.59,12.0,568.0,46.0,146.16
10.0.103.61,76.3,9.26,49.0,28.0,5.86
10.0.103.62,14.93,76.51,909.0,69.0,288.78
10.0.103.63,99.02,29.87,29.0,45.0,8.4
10.0.103.64,26.01,85.49,268.0,32.0,47.84
10.0.103.65,65.13,51.39,920.0,62.0,333.29
10.0.103.66,44.32,14.16,137.0,74.0,29.74
10.0.103.67,75.26,69.01,568.0,16.0,67.46
10.0.103.68,79.31,47.15,931.0,48.0,283.96
10.0.103.69,43.06,43.05,785.0,72.0,242.08
10.0.103.70,88.31,52.19,949.0,14.0,94.29
10.0.103.71,73.54,46.81,277.0,70.0,116.48
10.0.103.72,60.5,65.73,987.0,22.0,136.34
10.0.103.73,64.79,35.53,770.0,60.0,232.7
10.0.103.74,38.41,42.34,402.0,9.0,14.84
10.0.103.75,39.47,95.45,41.0,20.0,5.42
10.0.103.76,55.43,48.26,590.0,37.0,113.37
10.0.103.77,40.19,29.85,963.0,41.0,139.1
10.0.103.78,90.58,25.5,763.0,17.0,76.98
10.0.103.79,34.11,65.83,280.0,84.0,117.59
10.0.103.80,38.46,26.89,312.0,71.0,72.93
10.0.103.81,79.32,95.61,748.0,24.0,154.07
10.0.103.82,78.62,35.98,563.0,49.0,158.18
10.0.103.83,49.92,20.15,402.0,56.0,78.3
10.0.103.84,40.13,69.31,307.0,32.0,54.55
10.0.103.85,31.42,85.59,776.0,76.0,344.77
10.0.103.86,79.53,12.13,901.0,8.0,32.61
10.0.103.87,22.39,8.05,998.0,95.0,144.63
10.0.103.88,9.79,65.64,275.0,22.0,22.7
10.0.103.89,83.62,79.35,618.0,13.0,63.52
10.0.103.90,37.91,25.72,486.0,48.0,73.9
10.0.103.91,41.19,89.5,76.0,65.0,32.06
10.0.103.92,50.26,15.72,667.0,35.0,76.18
10.0.103.93,47.86,48.58,121.0,56.0,32.73
10.0.103.94,84.76,80.73,873.0,43.0,308.29
10.0.103.95,70.29,29.93,694.0,44.0,153.79
10.0.103.96,86.44,79.07,275.0,24.0,55.12
10.0.103.97,59.2,49.85,220.0,93.0,110.97
10.0.103.98,93.79,9.95,27.0,27.0,3.79
10.0.103.99,26.31,78.02,331.0,54.0,92.76
10.0.103.100,64.0,88.4,231.0,59.0,103.65
10.0.103.101,27.76,51.92,144.0,79.0,45.3
10.0.103.102,54.53,41.63,793.0,15.0,58.55
10.0.103.103,79.81,53.64,759.0,5.0,25.78
10.0.103.104,6.47,31.47,209.0,20.0,7.87
10.0.103.105,87.0,99.87,874.0,1.0,4.5
10.0.103.106,30.89,25.87,933.0,18.0,47.45
10.0.103.107,72.2,27.58,929.0,13.0,59.65
10.0.103.108,29.56,13.37,817.0,38.0,67.15
10.0.103.109,90.72,97.51,791.0,39.0,293.34
10.0.103.110,96.73,17.89,262.0,70.0,105.23
10.0.103.111,73.16,91.89,177.0,86.0,125.43
10.0.103.112,37.71,94.56,130.0,36.0,30.82
10.0.103.113,70.58,15.66,554.0,88.0,210.6
10.0.103.114,27.14,75.96,645.0,79.0,263.25
10.0.103.115,76.09,67.47,946.0,57.0,385.44
10.0.103.116,88.86,41.1,696.0,5.0,24.32
10.0.103.117,59.26,72.69,877.0,92.0,534.43
10.0.103.118,32.19,18.38,285.0,95.0,68.76
10.0.103.119,53.19,30.53,647.0,52.0,140.67
10.0.103.120,57.99,39.1,769.0,65.0,244.31
10.0.103.121,8.13,8.88,134.0,33.0,3.77
10.0.103.122,28.67,5.0,32.0,53.0,2.88
10.0.103.123,28.4,75.86,270.0,4.0,6.09
10.0.103.124,34.22,15.59,178.0,19.0,8.55
10.0.103.125,71.3,15.02,773.0,67.0,222.23
10.0.103.126,39.24,41.99,683.0,17.0,46.04
10.0.103.127,15.18,29.88,431.0,39.0,37.84
10.0.103.128,8.58,69.42,568.0,60.0,133.55
10.0.103.129,46.12,35.45,599.0,48.0,117.92
10.0.103.130,42.41,58.04,824.0,22.0,92.48
10.0.103.131,38.62,15.67,915.0,86.0,212.61
10.0.103.132,24.74,68.64,819.0,53.0,202.7
10.0.103.133,77.31,59.29,111.0,1.0,0.86
10.0.103.134,72.57,89.94,275.0,56.0,125.69
10.0.103.135,64.4,52.13,670.0,52.0,203.76
10.0.103.136,23.11,48.36,712.0,95.0,241.43
10.0.103.137,8.1,40.1,374.0,82.0,74.01
10.0.103.138,57.84,83.61,657.0,4.0,16.6
10.0.103.139,52.82,36.63,468.0,81.0,169.44
10.0.103.140,64.53,88.07,299.0,83.0,188.38
10.0.103.141,15.84,61.56,82.0,5.0,1.58
10.0.103.142,81.34,98.58,428.0,20.0,76.82
10.0.103.143,25.63,54.98,438.0,98.0,173.51
10.0.103.144,31.84,95.61,774.0,51.0,253.48
10.0.103.145,63.97,25.74,603.0,98.0,265.37
10.0.103.146,94.33,91.01,235.0,9.0,19.88
10.0.103.147,74.25,30.14,389.0,40.0,80.29
10.0.103.148,54.24,22.63,414.0,53.0,84.67
10.0.103.149,38.54,35.35,903.0,99.0,330.02
10.0.103.150,30.97,95.34,87.0,40.0,22.07
10.0.103.151,69.68,51.67,489.0,93.0,277.06
10.0.103.152,30.52,78.44,992.0,25.0,133.95
10.0.103.153,57.45,95.81,895.0,13.0,87.88
10.0.103.154,9.47,17.52,913.0,62.0,76.91
10.0.103.155,44.88,82.95,728.0,18.0,84.26
10.0.103.156,80.62,93.64,120.0,75.0,78.84
10.0.103.157,78.27,26.88,533.0,49.0,137.56
10.0.103.158,86.39,39.91,654.0,12.0,49.69
10.0.103.159,43.61,20.94,713.0,77.0,177.78
10.0.103.160,88.1,98.88,104.0,67.0,65.35
10.0.103.161,87.38,64.2,723.0,41.0,224.32
10.0.103.162,91.28,50.72,972.0,93.0,638.79
10.0.103.163,87.18,65.87,982.0,56.0,420.63
10.0.103.164,61.05,87.07,758.0,91.0,510.8
10.0.103.165,91.92,71.22,546.0,4.0,16.3
10.0.103.166,21.28,7.71,393.0,49.0,27.64
10.0.103.167,60.14,53.73,440.0,25.0,61.54
10.0.103.168,62.26,42.22,638.0,23.0,76.03
10.0.103.169,78.14,41.76,118.0,81.0,57.07
10.0.103.170,53.52,43.19,613.0,43.0,127.99
10.0.103.171,41.53,31.69,956.0,69.0,242.25
10.0.103.172,58.24,80.96,291.0,53.0,106.82
10.0.103.173,95.08,33.41,9.0,54.0,3.16
10.0.103.174,73.79,80.9,414.0,81.0,258.15
10.0.103.175,7.23,14.07,89.0,35.0,3.31
10.0.103.176,87.31,23.53,849.0,39.0,185.46
10.0.103.177,99.91,51.81,807.0,22.0,132.07
10.0.103.178,72.66,11.75,103.0,44.0,19.21
10.0.103.179,23.33,97.06,807.0,37.0,178.08
10.0.103.180,74.63,12.72,349.0,61.0,92.62
10.0.103.181,94.87,54.54,663.0,90.0,447.1
10.0.103.182,73.57,98.63,737.0,57.0,361.81
10.0.103.183,6.63,96.53,735.0,56.0,214.07
10.0.103.184,93.29,63.13,386.0,13.0,39.1
10.0.103.185,27.9,91.05,311.0,76.0,139.76
10.0.103.186,60.81,75.85,474.0,7.0,21.74
10.0.103.187,81.99,43.51,564.0,22.0,77.18
10.0.103.188,75.39,24.02,71.0,67.0,23.68
10.0.103.189,23.32,32.59,590.0,26.0,43.52
10.0.103.190,97.6,71.81,927.0,77.0,607.75
10.0.103.191,66.28,33.68,667.0,17.0,55.71
10.0.103.192,23.15,74.36,267.0,6.0,8.41
10.0.103.193,32.6,61.99,247.0,96.0,112.53
10.0.103.194,7.09,76.87,573.0,91.0,220.02
10.0.103.195,6.63,40.26,268.0,86.0,54.19
10.0.103.196,82.32,60.68,470.0,40.0,134.02
10.0.103.197,26.67,29.87,220.0,58.0,36.23
10.0.103.198,16.03,64.34,368.0,12.0,17.91
10.0.103.199,14.68,22.2,538.0,30.0,29.72
10.0.103.200,13.83,33.29,209.0,43.0,21.12
10.0.103.201,34.17,18.86,432.0,13.0,14.67
10.0.103.202,27.77,5.38,731.0,44.0,53.4
10.0.103.203,54.13,21.52,390.0,54.0,79.81
10.0.103.204,90.37,17.31,461.0,50.0,125.26
10.0.103.205,98.59,36.35,457.0,82.0,254.46
10.0.103.206,26.5,39.85,299.0,25.0,24.73
10.0.103.207,29.38,28.94,876.0,43.0,109.36
10.0.103.208,72.51,36.57,74.0,8.0,3.29
10.0.103.209,52.81,33.89,766.0,1.0,2.45
10.0.103.210,30.69,34.53,808.0,28.0,73.71
10.0.103.211,88.3,50.0,466.0,92.0,296.76
10.0.103.212,30.05,26.0,853.0,26.0,61.62
10.0.103.213,52.84,61.52,3.0,77.0,1.43
10.0.103.214,59.94,42.17,662.0,66.0,223.64
10.0.103.215,17.35,98.92,98.0,69.0,39.42
10.0.103.216,47.16,68.47,917.0,81.0,431.56
10.0.103.217,12.22,13.63,920.0,78.0,92.4
10.0.103.218,40.36,21.51,762.0,68.0,159.69
10.0.103.219,29.91,89.55,791.0,74.0,347.55
10.0.103.220,67.97,13.3,101.0,67.0,27.66
10.0.103.221,16.23,98.69,615.0,50.0,177.53
10.0.103.222,57.59,33.2,881.0,97.0,387.68
10.0.103.223,74.11,79.5,376.0,18.0,50.91
10.0.103.224,88.28,37.92,972.0,52.0,320.64
10.0.103.225,76.82,5.67,553.0,45.0,102.33
10.0.103.226,74.92,50.56,39.0,31.0,7.61
10.0.103.227,50.43,33.56,286.0,77.0,92.59
10.0.103.228,30.87,55.53,827.0,29.0,103.87
10.0.103.229,95.55,15.84,550.0,24.0,74.83
10.0.103.230,96.55,79.89,567.0,9.0,42.68
10.0.103.231,71.49,71.59,516.0,81.0,299.52
10.0.103.232,6.65,79.86,373.0,14.0,23.34
10.0.103.233,33.66,60.69,724.0,50.0,171.63
10.0.103.234,48.82,89.72,757.0,83.0,432.73
10.0.103.235,37.07,84.11,77.0,54.0,25.53
10.0.103.236,18.71,62.28,674.0,37.0,100.09
10.0.103.237,64.92,27.84,687.0,83.0,264.58
10.0.103.238,52.63,59.2,689.0,71.0,274.61
10.0.103.239,11.55,17.74,596.0,24.0,20.89
10.0.103.240,85.83,96.55,797.0,50.0,364.39
10.0.103.241,42.58,83.46,911.0,8.0,48.67
10.0.103.242,74.85,13.18,732.0,45.0,146.55
10.0.103.243,64.93,26.21,648.0,50.0,146.81
10.0.103.244,81.79,85.39,534.0,17.0,77.28
10.0.103.245,88.78,56.62,735.0,7.0,35.52
10.0.103.246,95.16,80.84,183.0,82.0,132.78
10.0.103.247,82.25,29.69,59.0,85.0,27.95
10.0.103.248,8.62,39.45,904.0,17.0,37.97
10.0.103.249,54.69,32.73,752.0,91.0,297.71
10.0.103.250,98.81,74.7,47.0,89.0,35.8
10.0.103.251,67.09,37.83,427.0,95.0,212.65
10.0.103.252,41.09,64.14,794.0,4.0,15.64
10.0.103.253,9.17,41.25,621.0,59.0,91.58
10.0.103.254,97.41,14.2,425.0,45.0,106.75
10.0.103.255,64.71,58.6,124.0,97.0,74.24
10.0.104.1,11.72,85.68,53.0,50.0,12.84
10.0.104.2,94.75,24.37,183.0,7.0,7.69
10.0.104.3,93.21,68.41,126.0,76.0,77.59
10.0.104.4,76.46,35.21,713.0,55.0,219.6
10.0.104.5,44.93,8.62,116.0,56.0,17.45
10.0.104.6,6.62,18.93,912.0,49.0,57.5
10.0.104.7,18.13,49.76,634.0,100.0,214.36
10.0.104.8,16.16,53.41,731.0,94.0,239.43
10.0.104.9,57.16,29.6,884.0,99.0,377.86
10.0.104.10,27.01,72.46,372.0,79.0,145.38
10.0.104.11,60.62,52.24,766.0,44.0,188.78
10.0.104.12,88.79,78.21,203.0,44.0,74.11
10.0.104.13,59.09,55.96,478.0,64.0,174.99
10.0.104.14,7.54,90.69,44.0,19.0,4.24
10.0.104.15,48.4,20.67,502.0,60.0,103.49
10.0.104.16,7.08,22.59,246.0,19.0,7.1
10.0.104.17,27.68,12.08,250.0,76.0,37.96
10.0.104.18,98.74,26.37,215.0,21.0,28.35
10.0.104.19,76.43,16.22,836.0,40.0,156.32
10.0.104.20,34.02,58.2,21.0,46.0,4.6
10.0.104.21,76.52,51.42,649.0,63.0,261.98
10.0.104.22,28.84,47.01,426.0,78.0,125.42
10.0.104.23,5.14,49.18,736.0,66.0,130.94
10.0.104.24,57.95,53.59,202.0,83.0,93.28
10.0.104.25,96.58,64.42,697.0,55.0,309.44
10.0.104.26,33.36,29.72,685.0,94.0,202.3
10.0.104.27,80.01,37.37,882.0,73.0,376.24
10.0.104.28,53.16,37.39,443.0,38.0,77.16
10.0.104.29,6.95,32.38,874.0,96.0,165.48
10.0.104.30,53.9,80.1,335.0,2.0,4.09
10.0.104.31,51.64,86.42,758.0,24.0,127.4
10.0.104.32,77.26,89.32,446.0,33.0,123.06
10.0.104.33,90.97,68.67,189.0,37.0,55.03
10.0.104.34,32.22,30.45,678.0,36.0,76.28
10.0.104.35,76.36,28.15,797.0,34.0,143.55
10.0.104.36,61.15,13.24,254.0,50.0,47.37
10.0.104.37,12.09,84.9,523.0,65.0,164.54
10.0.104.38,56.29,73.26,674.0,21.0,92.34
10.0.104.39,46.49,68.15,740.0,58.0,245.01
10.0.104.40,38.88,40.89,995.0,17.0,67.97
10.0.104.41,52.37,80.88,141.0,47.0,44.16
10.0.104.42,88.26,39.18,927.0,37.0,220.55
10.0.104.43,32.57,29.74,957.0,49.0,145.54
10.0.104.44,21.44,52.62,734.0,91.0,248.0
10.0.104.45,91.49,30.68,55.0,64.0,21.73
10.0.104.46,16.81,26.06,676.0,89.0,129.06
10.0.104.47,43.86,91.31,294.0,24.0,47.31
10.0.104.48,37.12,99.45,825.0,54.0,306.3
10.0.104.49,99.9,38.93,458.0,37.0,117.47
10.0.104.50,30.31,74.6,165.0,38.0,33.27
10.0.104.51,54.86,18.08,224.0,86.0,70.68
10.0.104.52,54.68,41.66,971.0,81.0,377.22
10.0.104.53,33.74,57.18,358.0,51.0,82.71
10.0.104.54,71.13,43.51,412.0,6.0,14.92
10.0.104.55,98.35,62.18,222.0,64.0,114.23
10.0.104.56,81.68,19.84,45.0,88.0,20.08
10.0.104.57,7.17,11.43,845.0,42.0,33.28
10.0.104.58,40.07,89.28,92.0,46.0,27.11
10.0.104.59,74.49,83.15,928.0,89.0,650.65
10.0.104.60,93.44,32.57,631.0,52.0,205.95
10.0.104.61,42.64,16.26,818.0,97.0,234.85
10.0.104.62,69.21,62.86,857.0,25.0,139.94
10.0.104.63,39.37,77.57,266.0,43.0,67.5
10.0.104.64,8.41,18.55,376.0,6.0,3.24
10.0.104.65,8.16,41.18,161.0,98.0,39.07
10.0.104.66,66.27,8.79,956.0,36.0,129.56
10.0.104.67,54.46,65.33,691.0,56.0,233.19
10.0.104.68,66.98,26.92,27.0,69.0,8.92
10.0.104.69,6.38,58.62,137.0,83.0,37.01
10.0.104.70,10.39,30.51,215.0,21.0,9.1
10.0.104.71,32.91,16.19,589.0,58.0,83.57
10.0.104.72,15.71,94.1,700.0,85.0,325.1
10.0.104.73,99.58,63.26,74.0,88.0,53.11
10.0.104.74,30.36,10.92,621.0,90.0,115.33
10.0.104.75,44.83,9.48,719.0,97.0,189.05
10.0.104.76,42.09,79.64,746.0,89.0,403.37
10.0.104.77,25.82,60.51,883.0,93.0,356.24
10.0.104.78,15.42,19.17,137.0,4.0,1.02
10.0.104.79,93.33,44.76,660.0,49.0,222.12
10.0.104.80,98.0,15.84,38.0,3.0,0.72
10.0.104.81,88.12,65.43,573.0,39.0,171.85
10.0.104.82,68.62,26.71,588.0,67.0,187.88
10.0.104.83,82.91,64.26,325.0,41.0,98.35
10.0.104.84,63.49,50.64,442.0,24.0,61.32
10.0.104.85,7.05,52.27,933.0,22.0,60.96
10.0.104.86,72.1,38.39,43.0,98.0,23.11
10.0.104.87,10.41,34.12,22.0,78.0,3.78
10.0.104.88,59.62,10.7,777.0,41.0,113.3
10.0.104.89,93.25,28.66,677.0,55.0,225.41
10.0.104.90,47.65,26.44,951.0,93.0,326.78
10.0.104.91,18.35,99.95,563.0,66.0,220.54
10.0.104.92,90.44,14.63,297.0,38.0,58.71
10.0.104.93,8.21,71.71,936.0,28.0,105.36
10.0.104.94,66.43,62.76,855.0,74.0,410.23
10.0.104.95,99.4,29.97,920.0,44.0,262.9
10.0.104.96,70.03,19.41,861.0,43.0,165.06
10.0.104.97,10.27,34.88,292.0,95.0,62.86
10.0.104.98,68.82,98.29,711.0,68.0,403.62
10.0.104.99,37.01,76.1,705.0,34.0,135.79
10.0.104.100,58.53,42.14,153.0,69.0,53.4
10.0.104.101,49.67,58.64,105.0,51.0,29.05
10.0.104.102,83.68,36.36,99.0,36.0,21.65
10.0.104.103,38.37,33.03,408.0,15.0,21.83
10.0.104.104,36.66,72.74,968.0,77.0,408.25
10.0.104.105,37.98,40.25,310.0,81.0,97.5
10.0.104.106,26.22,95.25,951.0,91.0,525.14
10.0.104.107,22.51,84.25,301.0,44.0,71.39
10.0.104.108,22.9,24.84,800.0,33.0,63.17
10.0.104.109,31.91,53.06,831.0,53.0,187.55
10.0.104.110,76.48,20.68,18.0,60.0,5.18
10.0.104.111,37.5,86.09,411.0,80.0,203.77
10.0.104.112,49.29,22.97,104.0,53.0,19.94
10.0.104.113,41.97,48.76,486.0,80.0,177.2
10.0.104.114,14.56,85.7,701.0,65.0,228.26
10.0.104.115,57.91,65.9,849.0,65.0,343.49
10.0.104.116,37.27,59.99,805.0,74.0,290.35
10.0.104.117,84.29,38.83,993.0,53.0,321.25
10.0.104.118,25.69,91.24,493.0,94.0,271.96
10.0.104.119,8.28,79.89,508.0,29.0,65.19
10.0.104.120,63.63,8.71,737.0,77.0,204.64
10.0.104.121,78.7,69.68,49.0,17.0,6.34
10.0.104.122,81.24,56.56,320.0,49.0,108.3
10.0.104.123,26.84,12.45,665.0,40.0,51.87
10.0.104.124,11.27,64.01,433.0,65.0,106.65
10.0.104.125,20.29,92.68,983.0,23.0,128.63
10.0.104.126,59.65,44.66,169.0,88.0,77.65
10.0.104.127,25.99,79.62,594.0,67.0,211.08
10.0.104.128,48.38,7.48,641.0,4.0,7.66
10.0.104.129,23.9,30.93,460.0,63.0,79.38
10.0.104.130,46.67,86.67,388.0,57.0,146.47
10.0.104.131,97.02,82.17,579.0,86.0,447.29
10.0.104.132,36.74,84.6,280.0,25.0,42.6
10.0.104.133,28.42,46.85,377.0,73.0,104.1
10.0.104.134,63.15,86.66,803.0,2.0,11.4
10.0.104.135,89.46,79.11,837.0,90.0,636.08
10.0.104.136,65.55,55.2,853.0,82.0,424.79
10.0.104.137,29.27,8.25,855.0,49.0,79.19
10.0.104.138,50.78,43.03,816.0,58.0,223.19
10.0.104.139,93.68,43.14,362.0,94.0,233.52
10.0.104.140,76.66,89.4,537.0,6.0,28.05
10.0.104.141,73.69,45.02,710.0,60.0,254.54
10.0.104.142,69.71,18.68,70.0,24.0,7.5
10.0.104.143,46.15,30.01,142.0,69.0,37.36
10.0.104.144,24.04,60.31,967.0,14.0,55.54
